K_LL_CH_1s1s,K_LL_CH_2s1s,K_LL_CH_2px1s,K_LL_CH_2py1s,K_LL_CH_2pz1s,K_LL_C_1s1s,K_LL_C1_1s1s,K_LL_C1_1s2s,K_LL_C1_1s2px,K_LL_C1_1s2py,K_LL_C1_1s2pz,K_LL_C1_2s1s,K_LL_C1_2s2s,K_LL_C1_2s2px,K_LL_C1_2s2py,K_LL_C1_2s2pz,K_LL_C1_2px1s,K_LL_C1_2px2s,K_LL_C1_2px2px,K_LL_C1_2px2py,K_LL_C1_2px2pz,K_LL_C1_2py1s,K_LL_C1_2py2s,K_LL_C1_2py2px,K_LL_C1_2py2py,K_LL_C1_2py2pz,K_LL_C1_2pz1s,K_LL_C1_2pz2s,K_LL_C1_2pz2px,K_LL_C1_2pz2py,K_LL_C1_2pz2pz,K_CH_1s1s,K_QU_CH_2s1s,K_QU_CH_2px1s,K_QU_CH_2py1s,K_QU_CH_2pz1s
0.11762203748439617,0.38640243348473913,0.0025277838715367681,-0.0033719611193817399,0.37779679748991435,0.58759940706951008,3.5838889633466815,0.6237015432103814,0.00029353895484185893,0.00037805423629259618,-6.5617272415124413e-05,0.6237015432103814,0.87353481575670833,0.012525782231919868,0.0091773906432362721,-0.0066754867369963177,0.00029353895484185639,0.012525782231919859,0.65386228941304247,0.0041498816766720181,-0.015251826261290163,0.00037805423629259851,0.0091773906432362339,0.0041498816766720164,0.62308187118383174,0.0058447511842464779,-6.5617272415128424e-05,-0.0066754867369963073,-0.015251826261290173,0.0058447511842464909,0.62803198872953847,0.11974085698649063,0.38558820509003899,0.0013244421176516333,-0.002015410628583359,0.35980737677554547
0.14333283880485873,0.43355270755821146,-0.0044792612180674096,0.0035307482007000215,0.40162700941047813,0.62006083807021961,3.5855197941361108,0.62808708531555291,-0.000564836116463767,0.0003312754810860896,-0.00024208569879175518,0.62808708531555324,0.92298277195912981,-0.025651796704689023,0.018637745551088165,-0.018298301367057183,-0.00056483611646376613,-0.025651796704688961,0.69033698103528562,0.0028619628521602738,0.016225253925515298,0.00033127548108610012,0.018637745551088276,0.002861962852160292,0.72171203691363528,-0.0035409827377602915,-0.00024208569879176722,-0.018298301367057186,0.016225253925515295,-0.0035409827377602923,0.67509051470917536,0.14622937453616103,0.43533838825222287,-0.0029771698285706982,0.0027508154987907303,0.38679304320887797
0.1413527364856659,0.42683328549032196,-0.0056688913345194214,9.3137413162927508e-05,0.39737990783744748,0.61563897681574808,3.5839959975012574,0.62453429173841868,0.00013168049279409919,-0.00049639029766102016,-0.00023173344375539381,0.62453429173841857,0.88271840048942907,-0.0077826268346549952,-0.008660509569588918,-0.0061923004595960777,0.00013168049279410033,-0.0077826268346550291,0.63372197655947127,0.0056525467636713749,0.010869511785193055,-0.00049639029766102396,-0.0086605095695888347,0.0056525467636713541,0.65414649387875012,0.010259374329475237,-0.00023173344375539612,-0.006192300459596135,0.010869511785193069,0.010259374329475211,0.65322274058002228,0.14312263198851888,0.42955862767879077,-0.0029272425444749122,-0.00013910458516749831,0.38559487548188986
0.15815477669662745,0.45325001030143591,0.0038798572580038952,0.00053442429626278127,0.41301255909819556,0.63688586090843147,3.5840811579392557,0.62517523574455314,-0.00072495959319916075,-0.00017154663181479659,0.00023325862890465662,0.62517523574455336,0.88997960514451013,-0.024163415610879563,-0.0035111215280403587,0.0042572788754340531,-0.00072495959319916195,-0.024163415610879601,0.63937640839297916,0.012974309430685428,0.0069635286222315268,-0.00017154663181480516,-0.0035111215280403361,0.01297430943068539,0.66687362599787892,0.0062188614362684467,0.00023325862890466307,0.0042572788754340054,0.0069635286222315216,0.0062188614362684537,0.66218568845048742,0.15952403509767824,0.45920246150187599,0.0021053328768109087,-0.00047941998428332181,0.4046472692790965
0.17769091216605729,0.48342826735397132,-0.0060806004356801484,0.0040328537440709666,0.42582812526768304,0.65952254146089839,3.5845400553733917,0.62687857876659081,0.00023961682678303809,4.0289481599061432e-05,0.0001149874222667764,0.62687857876659092,0.90985260752991026,0.00016970628689941922,0.018417521117857556,0.00024246618316799856,0.0002396168267830421,0.00016970628689944866,0.68722023309163238,-0.014299666780718777,0.005126210069132448,4.0289481599068046e-05,0.018417521117857528,-0.014299666780718773,0.6679758724056134,-0.011071824130041029,0.00011498742226677133,0.00024246618316800896,0.0051262100691324333,-0.011071824130041043,0.68690312242508333,0.1795962855095212,0.49226118550980469,-0.0028993752525642074,0.0029222404651499025,0.42178798110177773
0.15630138915940162,0.45151012497415333,0.0015193200135546698,0.004464409894002457,0.40987229036081546,0.63398401793626535,3.5844316784400361,0.6261175778575887,0.00040780197746000368,-0.00031012485301333743,-0.00020353633291907085,0.6261175778575887,0.90079070591190713,0.0078117132598945023,0.009013072167677879,-0.007076385488880203,0.0004078019774600001,0.0078117132598944554,0.67574591208922086,-0.011397458059390162,-0.0093870294966084643,-0.00031012485301333857,0.0090130721676778703,-0.011397458059390181,0.66082356477095772,-0.0080183755872215087,-0.00020353633291906879,-0.0070763854888801596,-0.0093870294966084608,-0.0080183755872214966,0.67205803208151282,0.15836231462493677,0.45629598003068589,0.001296668845095381,0.0025125974021466425,0.4006791589540577
0.19295986803145462,0.50182054665596287,-0.00071882094412085398,0.0047299742449323648,0.43554872237370929,0.6762221689487754,3.5848310380304937,0.62600374638842504,-0.00091871339874597432,-0.00064409980314806973,0.00062682673376334656,0.62600374638842504,0.89631363632373262,-0.029315620211440425,-0.0079517892467220793,0.016743067883919174,-0.00091871339874598354,-0.0293156202114404,0.64346514368050844,0.0084390492453181691,0.011453572643085668,-0.00064409980314807146,-0.0079517892467220637,0.0084390492453182159,0.66862817037145827,0.0020040022672338908,0.00062682673376334634,0.016743067883919195,0.011453572643085674,0.0020040022672338895,0.67982834802690328,0.19367911012846525,0.51370591649008279,-0.0022414730795993266,0.0017434152777519554,0.43645699234723156
0.18477217751174912,0.49245577925340722,-0.0070674421514399293,0.0077475962604687766,0.43139270176083605,0.66822482123088511,3.5847503592901147,0.62707268154618467,0.00014999484838290597,4.1024129542168719e-05,0.00050083655778878201,0.62707268154618434,0.91058768187918737,-0.0044772169665329414,0.014190777736399892,0.0052594404536183068,0.00014999484838290711,-0.0044772169665329691,0.68231852481666422,-0.0027738514411937026,0.0090819095018450924,4.1024129542173855e-05,0.014190777736399948,-0.0027738514411937113,0.67409287694054421,-0.012944919819697073,0.00050083655778878342,0.0052594404536183562,0.0090819095018450802,-0.012944919819697106,0.68906467055923304,0.18640640639553668,0.50283357639477244,-0.0037571391045427842,0.0049660490772205036,0.42800090515478534
0.20720350386827149,0.52367247725146793,0.00048562104931175758,0.0064461170414139689,0.44695125922342216,0.69322128409761452,3.5853554390345694,0.62790012622312141,-0.0010216051184354967,0.00018631746441214153,0.0010753884193172956,0.62790012622312141,0.9192040419042643,-0.033209752944147096,0.021588755243355313,0.01799252359098406,-0.001021605118435492,-0.033209752944147131,0.67047718250972421,-0.0093048141667024797,0.0090905998858135002,0.00018631746441214613,0.021588755243355389,-0.0093048141667024589,0.70760144579282114,-0.010255430636596929,0.0010753884193172975,0.017992523590983977,0.0090905998858135072,-0.010255430636596922,0.69811821313052425,0.20896996030217288,0.53775232341493695,-0.0024853562476418014,0.0040675332909665147,0.44983155973357986
0.14250543688013045,0.42910768123359005,-0.0033055324853926483,-2.6742973056396318e-05,0.40349634480625041,0.6225366149224022,3.5840903016870711,0.62530365099871055,0.00021447909466228024,-7.644425044382276e-06,0.00043018053361807681,0.62530365099871033,0.89333126523878215,-4.7470865759004829e-05,0.010420880911644313,0.00052461422923126382,0.00021447909466228187,-4.747086575902738e-05,0.66950261030616132,-0.0070097325314681614,0.00066996548360289114,-7.6444250443792334e-06,0.01042088091164433,-0.0070097325314681762,0.66079564255741985,-0.00030822832070985127,0.00043018053361807887,0.00052461422923129309,0.00066996548360287065,-0.00030822832070985295,0.65000406997961302,0.14410200285148161,0.43226165024276136,-0.0016453486473115239,-0.00017370634564624387,0.38939297823847768
