-0.128416 0.606994 0.000000 0.000000 0.000000
-0.000000 0.000000 1.760454 0.340758 -0.626297
0.000000 0.000000 -0.332339 1.868244 0.082313
-0.000000 0.000000 0.630805 0.033293 1.791239
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 -0.000000
-0.128416 0.606994 -0.000000 0.000000 -0.000000
-0.000000 -0.000000 -0.220615 1.788082 0.601375
0.000000 0.000000 0.064795 -0.597934 1.801621
-0.000000 -0.000000 1.885389 0.229778 0.008452
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 0.000000
-0.128416 0.606994 0.000000 0.000000 0.000000
-0.000000 0.000000 -0.094493 0.418386 1.850293
0.000000 0.000000 1.889786 -0.140720 0.128329
0.000000 0.000000 0.165353 1.847353 -0.409276
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 0.000000
-0.128416 0.606994 -0.000000 -0.000000 -0.000000
0.000000 -0.000000 0.429173 -1.556072 -1.001005
-0.000000 -0.000000 1.821078 0.536961 -0.053938
0.000000 -0.000000 0.327180 -0.947562 1.613270
nan nan nan nan nan
21.990753 -0.128416 -0.000000 -0.000000 -0.000000
-0.128416 0.606994 -0.000000 0.000000 0.000000
-0.000000 -0.000000 1.528777 -0.733022 0.856202
-0.000000 0.000000 0.857829 1.692592 -0.082598
-0.000000 0.000000 -0.731118 0.453179 1.693416
nan nan nan nan nan
21.990753 -0.128416 0.000000 0.000000 -0.000000
-0.128416 0.606994 -0.000000 0.000000 0.000000
0.000000 -0.000000 -0.362478 1.593358 -0.968185
0.000000 0.000000 -1.119136 0.602923 1.411233
-0.000000 0.000000 1.491209 0.839795 0.823772
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 -0.000000
-0.128416 0.606994 -0.000000 0.000000 -0.000000
0.000000 -0.000000 -1.826758 -0.075341 -0.514625
-0.000000 0.000000 -0.511851 -0.073186 1.827625
-0.000000 -0.000000 -0.092325 1.896452 0.050085
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 0.000000
-0.128416 0.606994 0.000000 0.000000 -0.000000
0.000000 0.000000 1.784030 -0.586646 0.283977
-0.000000 0.000000 0.586788 1.805901 0.044294
0.000000 -0.000000 -0.283685 0.046128 1.877487
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 0.000000
-0.128416 0.606994 -0.000000 -0.000000 -0.000000
-0.000000 -0.000000 -0.192102 -1.784388 -0.621785
0.000000 -0.000000 1.888108 -0.206241 0.008532
0.000000 -0.000000 -0.075532 -0.617239 1.794679
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 0.000000
-0.128416 0.606994 0.000000 -0.000000 0.000000
-0.000000 0.000000 0.640413 -0.088522 -1.785944
0.000000 -0.000000 -1.753999 0.337811 -0.645702
0.000000 0.000000 0.347734 1.866978 0.032153
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 0.000000
-0.128416 0.606994 -0.000000 -0.000000 0.000000
-0.000000 -0.000000 1.474292 -0.548239 -1.064639
0.000000 -0.000000 -0.911368 -1.609065 -0.433452
0.000000 0.000000 -0.776809 0.847293 -1.512026
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 -0.000000
-0.128416 0.606994 0.000000 0.000000 -0.000000
-0.000000 0.000000 -0.692648 -1.732866 -0.353517
0.000000 0.000000 1.522565 -0.777430 0.827622
-0.000000 -0.000000 -0.899774 0.018426 1.672611
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 0.000000
-0.128416 0.606994 0.000000 0.000000 -0.000000
0.000000 0.000000 0.353212 -1.072594 1.527202
-0.000000 0.000000 1.496803 1.091149 0.420161
0.000000 -0.000000 -1.114623 1.125387 1.048180
nan nan nan nan nan
21.990753 -0.128416 0.000000 0.000000 0.000000
-0.128416 0.606994 -0.000000 -0.000000 -0.000000
0.000000 -0.000000 -1.340531 1.016901 -0.881164
0.000000 -0.000000 1.300356 1.298761 -0.479430
0.000000 -0.000000 0.345848 -0.941644 -1.612842
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 0.000000
-0.128416 0.606994 -0.000000 0.000000 -0.000000
0.000000 -0.000000 1.795768 -0.275884 -0.553776
-0.000000 0.000000 0.276219 1.878735 -0.040245
0.000000 -0.000000 0.553608 -0.042484 1.816390
nan nan nan nan nan
21.990753 -0.128416 0.000000 0.000000 0.000000
-0.128416 0.606994 -0.000000 0.000000 0.000000
0.000000 -0.000000 -0.881774 -1.541519 -0.673613
0.000000 0.000000 -0.595723 -0.425130 1.752695
0.000000 0.000000 -1.573261 1.024961 -0.286123
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 0.000000
-0.128416 0.606994 0.000000 0.000000 -0.000000
0.000000 0.000000 -0.850683 1.427427 0.919974
-0.000000 0.000000 1.120104 -0.301761 1.503951
0.000000 -0.000000 1.276427 1.216122 -0.706640
nan nan nan nan nan
21.990753 -0.128416 0.000000 0.000000 0.000000
-0.128416 0.606994 -0.000000 -0.000000 0.000000
0.000000 -0.000000 1.735960 -0.376430 -0.672537
0.000000 -0.000000 -0.592169 -1.712264 -0.570131
0.000000 0.000000 -0.493296 0.730762 -1.682322
nan nan nan nan nan
21.990753 -0.128416 0.000000 0.000000 -0.000000
-0.128416 0.606994 0.000000 -0.000000 -0.000000
0.000000 0.000000 1.207417 -0.861695 1.186250
0.000000 -0.000000 1.228844 1.432994 -0.209840
-0.000000 -0.000000 -0.799781 0.900873 1.468448
nan nan nan nan nan
21.990753 -0.128416 0.000000 0.000000 0.000000
-0.128416 0.606994 -0.000000 -0.000000 0.000000
0.000000 -0.000000 -1.347090 -0.152925 1.330235
0.000000 -0.000000 1.162570 0.802612 1.269570
0.000000 0.000000 -0.664336 1.714640 -0.475636
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 -0.000000
-0.128416 0.606994 0.000000 0.000000 0.000000
-0.000000 0.000000 1.760454 0.340758 -0.626297
0.000000 0.000000 -0.332339 1.868244 0.082313
-0.000000 0.000000 0.630805 0.033293 1.791239
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 -0.000000
-0.128416 0.606994 -0.000000 0.000000 -0.000000
-0.000000 -0.000000 -0.220615 1.788082 0.601375
0.000000 0.000000 0.064795 -0.597934 1.801621
-0.000000 -0.000000 1.885389 0.229778 0.008452
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 0.000000
-0.128416 0.606994 0.000000 0.000000 0.000000
-0.000000 0.000000 -0.094493 0.418386 1.850293
0.000000 0.000000 1.889786 -0.140720 0.128329
0.000000 0.000000 0.165353 1.847353 -0.409276
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 0.000000
-0.128416 0.606994 -0.000000 -0.000000 -0.000000
0.000000 -0.000000 0.429173 -1.556072 -1.001005
-0.000000 -0.000000 1.821078 0.536961 -0.053938
0.000000 -0.000000 0.327180 -0.947562 1.613270
nan nan nan nan nan
21.990753 -0.128416 -0.000000 -0.000000 -0.000000
-0.128416 0.606994 -0.000000 0.000000 0.000000
-0.000000 -0.000000 1.528777 -0.733022 0.856202
-0.000000 0.000000 0.857829 1.692592 -0.082598
-0.000000 0.000000 -0.731118 0.453179 1.693416
nan nan nan nan nan
21.990753 -0.128416 0.000000 0.000000 -0.000000
-0.128416 0.606994 -0.000000 0.000000 0.000000
0.000000 -0.000000 -0.362478 1.593358 -0.968185
0.000000 0.000000 -1.119136 0.602923 1.411233
-0.000000 0.000000 1.491209 0.839795 0.823772
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 -0.000000
-0.128416 0.606994 -0.000000 0.000000 -0.000000
0.000000 -0.000000 -1.826758 -0.075341 -0.514625
-0.000000 0.000000 -0.511851 -0.073186 1.827625
-0.000000 -0.000000 -0.092325 1.896452 0.050085
nan nan nan nan nan
21.990753 -0.128416 0.000000 -0.000000 0.000000
-0.128416 0.606994 0.000000 0.000000 -0.000000
0.000000 0.000000 1.784030 -0.586646 0.283977
-0.000000 0.000000 0.586788 1.805901 0.044294
0.000000 -0.000000 -0.283685 0.046128 1.877487
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 0.000000
-0.128416 0.606994 -0.000000 -0.000000 -0.000000
-0.000000 -0.000000 -0.192102 -1.784388 -0.621785
0.000000 -0.000000 1.888108 -0.206241 0.008532
0.000000 -0.000000 -0.075532 -0.617239 1.794679
nan nan nan nan nan
21.990753 -0.128416 -0.000000 0.000000 0.000000
-0.128416 0.606994 0.000000 -0.000000 0.000000
-0.000000 0.000000 0.640413 -0.088522 -1.785944
0.000000 -0.000000 -1.753999 0.337811 -0.645702
0.000000 0.000000 0.347734 1.866978 0.032153
nan nan nan nan nan
